question,tag_clean,rank,final_score,composite_score,production_recommended,audit_status,reason_code,row_id,original_tag,e5_margin,gemma_margin,token_alignment,artifact_score,rationale
পোস্টাল ভোট BD অ্যাপে ৬ ডিজিটের OTP না এলে কীভাবে সমাধান করব?,otp_not_received,4,0.5982246513188343,0.6618526046005108,True,audited,clean,53087,otp_not_received,0.010640382766723633,0.09936779737472534,0.0,0.0,Directly about a 6-digit OTP not arriving in the Postal Vote BD app and seeking a solution.
পোস্টাল ভোট BD অ্যাপে যাচাইকরণ কোড না পৌঁছালে কী করণীয়?,otp_not_received,5,0.5958245284743944,0.6577779081688168,True,audited,clean,53010,otp_not_received,0.005805313587188721,0.09913796186447144,0.0,0.0,Verification code is an OTP-equivalent; the question asks what to do if it does not arrive in the app.
পোস্টাল ভোট BD অ্যাপে OTP পেতে বারবার ব্যর্থ হলে কী করব?,otp_not_received,6,0.5913485392672059,0.656314243443793,True,audited,clean,53017,otp_not_received,0.014474272727966309,0.05430757999420166,0.0,0.0,Self-contained question about repeated failure to receive OTP in the Postal Vote BD app.
Postal Vote BD অ্যাপে OTP না গেলে কি বিকল্প আছে?,otp_not_received,7,0.5880882553694737,0.6522177051436674,True,audited,clean,53020,otp_not_received,0.01287531852722168,0.13935387134552002,0.0,0.0,"Asks about alternatives when OTP is not received/sent in Postal Vote BD, matching the tag intent."
Postal Vote BD অ্যাপে ভেরিফিকেশন কোড না পেলে কী করতে হবে?,otp_not_received,8,0.5872634517817434,0.6520891846311092,True,audited,clean,52997,otp_not_received,0.0035800933837890625,0.11937975883483887,0.0,0.0,Verification code not received in Postal Vote BD is the same user issue as OTP not received.
"পোস্টাল ভোট অ্যাপে OTP আসছে না, কী করতে হবে?",otp_not_received,9,0.5824160144017421,0.6482492942138779,True,audited,clean,53014,otp_not_received,0.006095707416534424,0.09246271848678589,0.0,0.0,"Natural, self-contained question stating OTP is not coming in the Postal Vote app and asking what to do."
পোস্টাল ভোট অ্যাপে ওটিপি কোড না আসলে কী করনীয় ধাপ?,otp_not_received,10,0.5802862976007894,0.6451797909765673,True,audited,clean,53093,otp_not_received,0.009305179119110107,0.08322066068649292,0.0,0.0,"Despite minor wording awkwardness, it clearly asks what steps to take if the OTP code does not arrive."
পোস্টাল ভোটিং BD অ্যাপে ওটিপি না পেলে কখন আবার চেষ্টা করা যাবে?,otp_not_received,11,0.5796342992852025,0.6453414628428784,True,audited,clean,53090,otp_not_received,0.01579505205154419,0.05995583534240723,0.0,0.0,"Asks when to retry after not receiving OTP in Postal Voting BD, within the not-received OTP flow."
Postal Vote BD অ্যাপে OTP মেসেজ না এলে কি অপেক্ষা করতে হবে?,otp_not_received,12,0.5755835474331455,0.6410557410293971,True,audited,clean,53046,otp_not_received,0.00801098346710205,0.0644490122795105,0.0,0.0,Directly concerns an OTP message not arriving in Postal Vote BD and whether to wait.
পোস্টাল ভোট অ্যাপে ওয়ান-টাইম কোড না পেলে আবার কীভাবে চাওয়া যায়?,otp_not_received,13,0.5746881759381239,0.6393011870468674,True,audited,clean,53057,otp_not_received,0.012386977672576904,0.11621952056884766,0.0,0.0,One-time code is an OTP synonym; the question asks how to request it again if not received.
পোস্টাল ভোট BD অ্যাপে OTP না এলে কতোক্ষণ পর আবার চাইব?,otp_not_received,14,0.5721761225510202,0.6386164681754728,True,audited,clean,53040,otp_not_received,0.0018777251243591309,0.07158476114273071,0.0,0.0,Clearly asks how long to wait before requesting OTP again when it does not arrive.
"পোস্টাল ভোট BD অ্যাপে নিশ্চিতকরণ কোড আসছে না, সমাধান কী?",otp_not_received,15,0.5615672813629554,0.6293630613823832,True,audited,clean,52999,otp_not_received,0.004598140716552734,0.07287931442260742,0.0,0.0,Confirmation code not arriving in Postal Vote BD is a clear OTP-not-received scenario.
Postal Vote BD অ্যাপে ৬-সংখ্যার ভেরিফাই কোড না এলে কী করব?,otp_not_received,16,0.5539307515637831,0.6225854153446205,True,audited,clean,53064,otp_not_received,0.0035459399223327637,0.10749554634094238,0.0,0.0,A 6-digit verification code not arriving is a clean OTP-not-received example for Postal Vote BD.
Postal Vote BD অ্যাপে সিকিউরিটি কোড না এলে কী উপায়?,otp_not_received,17,0.5534949106841224,0.6214971662920399,True,audited,clean,53016,otp_not_received,0.0026404857635498047,0.08369922637939453,0.0,0.0,Security code not arriving in the app is an OTP-equivalent not-received issue.
Postal Vote BD-তে সিকিউরিটি OTP না এলে করণীয় কী?,otp_not_received,18,0.5503852990807406,0.6173620361565094,True,audited,clean,53049,otp_not_received,0.0010373592376708984,0.05858278274536133,0.0,0.0,Self-contained question about a security OTP not arriving in Postal Vote BD and what to do.
Postal Vote BD অ্যাপে ভেরিফিকেশন PIN না পেলে কী করব?,otp_not_received,19,0.547346381304086,0.6161313451221099,True,audited,clean,53041,otp_not_received,-0.0008609890937805176,0.07469522953033447,0.0,0.0,Verification PIN not received is close enough to OTP not received in this app context.
Postal Vote BD অ্যাপে ওটিপি আসতে দেরি হলে কীভাবে সামলাব?,otp_not_received,20,0.5431555076695871,0.6114261344934703,True,audited,clean,53026,otp_not_received,0.00590968132019043,0.024592936038970947,0.0,0.0,"Asks what to do when OTP is delayed, which is within the OTP not yet received intent."
পোস্টাল ভোট BD-তে সিকিউরিটি কোড না এলে কীভাবে সমাধান করব?,otp_not_received,21,0.5316584687516175,0.6023678443643318,True,audited,clean,53074,otp_not_received,-0.0010639429092407227,0.02723616361618042,0.0,0.0,Security code not arriving in Postal Vote BD clearly matches the OTP-not-received support intent.
Postal Vote BD অ্যাপে OTP না এলে কতো সময় অপেক্ষা করে আবার নেব?,otp_not_received,22,0.530655591491094,0.6017935353532089,True,audited,clean,53058,otp_not_received,-0.003941535949707031,0.012905538082122803,0.0,0.0,"Asks how long to wait and retry when OTP does not arrive, matching the tag."
পোস্টাল ভোট বিডি অ্যাপে ওটিপি না এলে করণীয় কী?,otp_not_received,23,0.5192733069400799,0.5919784853853025,True,audited,clean,52996,otp_not_received,0.01599174737930298,0.11337310075759888,0.0,0.0,Canonical clean example asking what to do if OTP does not arrive in the Postal Vote BD app.
Postal Vote BD-তে নিশ্চিতকরণ SMS না পেলে রিসেন্ড কোথায় পাব?,otp_not_received,24,0.5184030267055298,0.5869155057342449,True,audited,clean,53088,otp_not_received,0.008819818496704102,0.05168086290359497,0.0,0.0,"Self-contained; asks about a missing confirmation SMS and locating resend in Postal Vote BD, aligned with an OTP-not-received flow."
Postal Vote BD-তে OTP না এলে কতক্ষণ পর পুনরায় চেষ্টা করব?,otp_not_received,25,0.5179329093827918,0.5902740981083706,True,audited,clean,53070,otp_not_received,0.002911806106567383,0.021454155445098877,0.0,0.0,Directly asks when to retry after OTP does not arrive in Postal Vote BD.
পোস্টাল ভোট BD অ্যাপে OTP এসে না পৌঁছালে কী ব্যবস্থা?,otp_not_received,26,0.5166747092392958,0.5893314339060579,True,audited,clean,53062,otp_not_received,0.014210343360900879,0.14872866868972778,0.0,0.0,Self-contained and directly asks what to do when the OTP does not reach the Postal Vote BD app.
পোস্টাল ভোট BD অ্যাপে ভেরিফিকেশন OTP না এলে কীভাবে রিসেন্ড করব?,otp_not_received,27,0.5142586011439222,0.5856506078523593,True,audited,clean,53083,otp_not_received,0.013298630714416504,0.1432884931564331,0.0,0.0,Clearly about a verification OTP not arriving in the Postal Vote BD app and how to resend it.
পোস্টাল ভোটিং BD অ্যাপে OTP না এলে কীভাবে আবার পাঠানো যায়?,otp_not_received,28,0.5093836779604699,0.5823630217720048,True,audited,clean,53036,otp_not_received,0.015181303024291992,0.10591554641723633,0.0,0.0,"Central, self-contained question about resending an OTP when it does not arrive in the Postal Voting BD app."
পোস্টাল ভোট BD অ্যাপে OTP না এলে কি রিসেন্ড করা যাবে?,otp_not_received,29,0.5075342360652391,0.5809263067227911,True,audited,clean,53031,otp_not_received,0.016711115837097168,0.15136456489562988,0.0,0.0,Asks whether an OTP can be resent when not received; a clean OTP-not-received yes/no variant.
Postal Vote BD-তে SMS OTP না পেলে কি করতে হবে?,otp_not_received,30,0.5036120093144529,0.576518119252582,True,audited,clean,53023,otp_not_received,0.019433200359344482,0.13329792022705078,0.0,0.0,Clearly asks what to do if the SMS OTP is not received in Postal Vote BD.
পোস্টাল ভোটিং BD অ্যাপে ওটিপি না পাওয়া গেলে কী পদক্ষেপ নেওয়া উচিৎ?,otp_not_received,31,0.5018318082527464,0.5762563930708314,True,audited,clean,53077,otp_not_received,0.016327500343322754,0.09606277942657471,0.0,0.0,Self-contained central next-steps question for OTP not received in the Postal Voting BD app.
পোস্টাল ভোট BD অ্যাপে কোড ডেলিভার না হলে কী করা উচিত?,otp_not_received,32,0.4929763167828781,0.5678121733615143,True,audited,clean,53053,otp_not_received,0.010909795761108398,0.1120792031288147,0.0,0.0,"Uses code-delivery wording, but in this app context clearly asks about the OTP/verification code not being delivered."
পোস্টাল ভোট BD অ্যাপে কোড না এলে কিভাবে রিকোয়েস্ট করব?,otp_not_received,33,0.4926954289598768,0.5667732113666019,True,audited,clean,53025,otp_not_received,0.013607978820800781,0.12585890293121338,0.0,0.0,"Self-contained; asks how to request the missing verification code in the Postal Vote BD app, aligned with OTP-not-received."
Postal Vote BD-তে নিশ্চিতকরণ OTP না পাওয়া গেলে কী করবেন?,otp_not_received,34,0.4913036692083465,0.5659211212713671,True,audited,clean,53044,otp_not_received,0.015246331691741943,0.10072195529937744,0.0,0.0,Directly asks what to do when the confirmation OTP is not received in Postal Vote BD.
পোস্টাল ভোট BD অ্যাপে কোড না এলেই কীভাবে রিসেন্ড করব?,otp_not_received,35,0.48279774054978386,0.5588873766356627,True,audited,clean,53037,otp_not_received,0.012378692626953125,0.10568338632583618,0.0,0.0,"Self-contained question about the Postal Vote BD app code not arriving and how to resend it, which matches OTP not received."
পোস্টাল ভোট অ্যাপে কোড না এলে কতক্ষণ অপেক্ষা করতে হয়?,otp_not_received,36,0.48276470955585987,0.5564658384617195,True,audited,clean,53084,otp_not_received,-0.010083019733428955,-0.0273934006690979,0.0,0.0,"Asks how long to wait when the code does not arrive in the postal vote app, directly about not receiving the OTP/code."
পোস্টাল ভোট BD-তে ওটিপি রিসিভ না হলে কী করতে বলবেন?,otp_not_received,37,0.4821812516419698,0.5578233525496172,True,audited,clean,53021,otp_not_received,0.01865100860595703,0.07776802778244019,0.0,0.0,Clearly asks what to do if the OTP is not received in Postal Vote BD.
পোস্টাল ভোট BD তে OTP না এলে রিসেন্ডের সময় ব্যবধান কত?,otp_not_received,38,0.4816176824165283,0.5562272617812857,True,audited,clean,53092,otp_not_received,-0.0015265941619873047,-0.03290712833404541,0.0,0.0,"Asks about resend timing when OTP does not arrive, which is within the not-received OTP flow."
"Postal Vote BD অ্যাপে OTP মেলেনি, এরপর কী করব?",otp_not_received,39,0.48160316052713126,0.5567042603453531,True,audited,clean,53011,otp_not_received,0.01321631669998169,0.0847654938697815,0.0,0.0,Asks what to do after not getting the OTP in the Postal Vote BD app; fits the tag intent.
Postal Vote BD অ্যাপে নিশ্চিতকরণ কোড না এলে পরবর্তী পদক্ষেপ কী?,otp_not_received,40,0.481326655472994,0.5573819103994547,True,audited,clean,53094,otp_not_received,0.005352139472961426,0.13445770740509033,0.0,0.0,Confirmation code not arriving in the app is a clear OTP/code not received issue.
Postal Vote BD অ্যাপে OTP মিস করলে আবার কিভাবে নেব?,otp_not_received,41,0.47901855972674,0.5543784003703672,False,audited,clean,53079,otp_not_received,0.015430569648742676,0.08286696672439575,0.0,0.0,Missing the OTP and asking how to get it again is a clear OTP not received/resend scenario.
পোস্টাল ভোট অ্যাপে কোড না পাওয়ার ক্ষেত্রে কী ব্যবস্থা নিতে হবে?,otp_not_received,42,0.47693793722079925,0.5529979254123969,False,audited,clean,53019,otp_not_received,0.006432294845581055,0.134111225605011,0.0,0.0,Asks what action to take when the postal vote app code is not received; fits the tag.
পোস্টাল ভোটিং অ্যাপে ওটিপি না এলে কোন পদক্ষেপ নেব?,otp_not_received,43,0.4742141137324078,0.5509727463858372,False,audited,clean,53012,otp_not_received,0.012302994728088379,0.0511324405670166,0.0,0.0,Directly asks what step to take if OTP does not arrive in the postal voting app.
পোস্টাল ভোট অ্যাপে OTP না এলে কি সাথে সাথে আবার পাঠানো যায়?,otp_not_received,44,0.4719898252433116,0.5484047855839579,False,audited,clean,53089,otp_not_received,0.00933837890625,0.13674724102020264,0.0,0.0,Asks whether the OTP can be resent immediately if it does not arrive; cleanly matches the tag.
পোস্টাল ভোট সেবা অ্যাপে ওয়ান টাইম কোড না পেলে কী করবো?,otp_not_received,45,0.47097452178198645,0.5482631883259866,False,audited,clean,53008,otp_not_received,0.010595262050628662,0.11161965131759644,0.0,0.0,One-time code not being received in the postal vote service app is clearly an OTP not received issue.
পোস্টাল ভোটিং BD অ্যাপে নিশ্চিতকরণ SMS না পেলে কী করণীয়?,otp_not_received,46,0.46942243739145445,0.5453551399044768,False,audited,clean,53068,otp_not_received,0.008222222328186035,0.09487885236740112,0.0,0.0,Confirmation SMS not being received is a clear variant of OTP/code not received.
পোস্টাল ভোট BD-তে ভেরিফাই করার কোড না এলে কী করব?,otp_not_received,47,0.46831291260649294,0.5454863964549435,False,audited,clean,53004,otp_not_received,0.005714833736419678,0.12262332439422607,0.0,0.0,Clear self-contained question about the verification code not arriving in Postal Vote BD.
পোস্টাল ভোটিং BD অ্যাপে OTP ডেলিভারি না হলে কবে আবার চেষ্টা করব?,otp_not_received,48,0.46497595797892544,0.5429976786109726,False,audited,clean,53082,otp_not_received,0.013243436813354492,0.07139694690704346,0.0,0.0,Asks when to try again if OTP delivery fails; clearly within OTP not received/resend handling.
Postal Vote BD-তে SMS কোড না পৌঁছালে কী করব?,otp_not_received,49,0.46360388932965096,0.5403752670808037,False,audited,clean,53038,otp_not_received,0.01373821496963501,0.08819335699081421,0.0,0.0,SMS code not reaching the user is a clear not-received OTP/code question.
"পোস্টাল ভোট অ্যাপে OTP রিসিভ হচ্ছে না, কী করবেন?",otp_not_received,50,0.4632402083025581,0.5416178475753356,False,audited,clean,53033,otp_not_received,0.008496999740600586,0.04175400733947754,0.0,0.0,States OTP is not being received in the postal vote app and asks what to do; clean fit.
পোস্টাল ভোট অ্যাপে কনফার্মেশন কোড না এলে কী করতে বলবেন?,otp_not_received,51,0.46118861390983157,0.5390609784355768,False,audited,clean,53060,otp_not_received,0.006931900978088379,0.12555837631225586,0.0,0.0,Confirmation code not arriving in the postal vote app and asking what to do matches the tag.
পোস্টাল ভোটিং অ্যাপে OTP মিস হলে কী করণীয়?,otp_not_received,52,0.45993586689205046,0.5372551800633224,False,audited,clean,53024,otp_not_received,0.011270225048065186,0.046750545501708984,0.0,0.0,Asks what to do if the OTP is missed; in this context it fits the not-received/resend OTP issue.
Postal Vote BD অ্যাপে কোড না এলেই কীভাবে সমস্যা মেটাব?,otp_not_received,53,0.45933309010306794,0.5367071197104261,False,audited,clean,53007,otp_not_received,0.004926204681396484,0.09181451797485352,0.0,0.0,Asks how to resolve the issue when the app code does not arrive; clean OTP/code not received intent.
Postal Vote BD অ্যাপে ভেরিফিকেশন কোড না পেলে কীভাবে পুনরায় রিকোয়েস্ট করব?,otp_not_received,54,0.45867889257901584,0.5365123453412011,False,audited,clean,53091,otp_not_received,0.007235288619995117,0.09509932994842529,0.0,0.0,Verification code not received and asking how to request again is directly aligned with OTP not received.
Postal Vote BD অ্যাপে ভেরিফাই কোড না এলে কিভাবে পুনরায় নেব?,otp_not_received,55,0.4569051928110158,0.5357786595077272,False,audited,clean,53032,otp_not_received,0.006277024745941162,0.09336167573928833,0.0,0.0,Self-contained Postal Vote BD app question about verification/OTP code not arriving and how to get it again; fits the tag intent.
Postal Vote BD অ্যাপে ভেরিফিকেশন কোড না আসলে আবার কিভাবে পাঠাব?,otp_not_received,56,0.4554481869682113,0.5343010516801727,False,audited,clean,53073,otp_not_received,0.005882918834686279,0.07763671875,0.0,0.0,Clearly asks what to do when the verification code does not arrive and how to send/request it again in Postal Vote BD; fits OTP not received.
পোস্টাল ভোট অ্যাপে ৬ ডিজিটের কোড না পেলে কোন পদক্ষেপ?,otp_not_received,57,0.4544989868054329,0.5325813929521618,False,audited,clean,53039,otp_not_received,0.008490204811096191,0.12831854820251465,0.0,0.0,Asks about a 6-digit code not being received in the postal vote app and what steps to take; clean OTP-not-received example.
পোস্টাল ভোট অ্যাপে ভেরিফাই কোড না এলেই কীভাবে এগোতে হবে?,otp_not_received,58,0.4540413719124301,0.5322864299941409,False,audited,clean,53045,otp_not_received,0.0042533278465271,0.1281282901763916,0.0,0.0,Self-contained question about the verify code not arriving in the postal vote app and how to proceed; matches the tag.
পোস্টাল ভোট BD অ্যাপে কোড না আসলে আবার কবে রিকোয়েস্ট করতে পারি?,otp_not_received,59,0.4509694919061796,0.5305523434190348,False,audited,clean,53048,otp_not_received,0.01038050651550293,0.05386650562286377,0.0,0.0,Asks when the user can request the code again after it does not arrive in the Postal Vote BD app; fits OTP not received/resend handling.
পোস্টাল ভোট বিডি অ্যাপে OTP পাঠাতে কী বাটন ক্লিক করব?,otp_send_button,1,0.7509199008883487,0.7069645892804102,True,audited,clean,47498,otp_send_button,0.01667732000350952,0.205003559589386,0.0,0.0,Self-contained question asking which button to click in Postal Vote BD app to send OTP; directly matches the tag intent.
Postal Vote BD অ্যাপে OTP প্রেরণের জন্য কোন বোতাম ট্যাপ করতে বলবেন?,otp_send_button,2,0.641761776548979,0.7039300757495056,True,audited,clean,53192,otp_send_button,0.019076883792877197,0.20194965600967407,0.0,0.0,Clearly asks which button to tap in the Postal Vote BD app for OTP sending; clean fit.
যাচাইকরণ OTP পাঠাতে পোস্টাল ভোট অ্যাপে কোন বোতাম টিপব?,otp_send_button,3,0.6333121146387172,0.6958978648845656,True,audited,clean,53118,otp_send_button,0.0135650634765625,0.19361943006515503,0.0,0.0,Asks which button to press in the Postal Vote app to send a verification OTP; matches the send-button intent.
যাচাইকরণ OTP পাঠাতে পোস্টাল ভোট BD তে কোন বোতাম ক্লিক করবো?,otp_send_button,4,0.6288216678709747,0.692840722335849,True,audited,clean,53134,otp_send_button,0.015201807022094727,0.1910635232925415,0.0,0.0,Self-contained request for the button to click in Postal Vote BD to send verification OTP; fits the tag.
পোস্টাল ভোট বিডি অ্যাপের মধ্যে ওটিপি পাঠাতে কোনটা ক্লিক করা লাগবে?,otp_send_button,5,0.6221655160527587,0.6871070483727741,True,audited,clean,53117,otp_send_button,0.014772474765777588,0.14725708961486816,0.0,0.0,Directly asks which option to click inside the Postal Vote BD app to send OTP; clean central example.
পোস্টাল ভোটবিডি অ্যাপে OTP পাঠানোর সঠিক বাটন কোনটা?,otp_send_button,6,0.6219709220346619,0.6868991559619623,True,audited,clean,53133,otp_send_button,0.014850974082946777,0.1889570951461792,0.0,0.0,Asks which exact button is for sending OTP in the Postal Vote BD app; clearly within tag intent.
পোস্টাল ভোট অ্যাপে OTP পাঠানোর জন্য ঠিক কোন বোতনটি টাচ করব?,otp_send_button,7,0.6192527646839594,0.6836305475584302,True,audited,clean,53101,otp_send_button,0.01463782787322998,0.1454969048500061,0.0,0.0,Asks which button to touch in the Postal Vote app to send OTP; minor typo does not affect intent.
Postal Vote BD অ্যাপে OTP পাঠাতে কোন গ্রিন বাটনে চাপ দেব?,otp_send_button,8,0.616652884864198,0.6810528054669452,True,audited,clean,53168,otp_send_button,0.015429556369781494,0.19328242540359497,0.0,0.0,Asks which green button to press to send OTP in Postal Vote BD; still specifically about the OTP send button.
পোস্টাল ভোট অ্যাপে যাচাইকরণ কোড পাঠাতে কোন বাটন টিপে দেব?,otp_send_button,9,0.6139422617314098,0.6779279479942465,True,audited,clean,53188,otp_send_button,0.015570521354675293,0.16951465606689453,0.0,0.0,Uses verification code as an OTP synonym and asks which button to press to send it; clean match.
Postal Vote BD তে OTP পাঠাতে ঠিক কোন বাটনে ট্যাপ করব?,otp_send_button,10,0.6136232493448475,0.679125781920246,True,audited,clean,53177,otp_send_button,0.014908134937286377,0.18889933824539185,0.0,0.0,Clearly asks which button to tap in Postal Vote BD to send OTP; clean fit.
পোস্টাল ভোট BD অ্যাপে OTP সেন্ড করতে কোন বাটনটা ধরব?,otp_send_button,11,0.612881437538257,0.6782119260760864,True,audited,clean,53172,otp_send_button,0.012560069561004639,0.1421375274658203,0.0,0.0,"Colloquial wording, but it asks which button to touch/use to send OTP in the app; fits the tag."
পোস্টাল ভোট BD অ্যাপে OTP পাঠানোর জন্য কোন রঙের বাটন প্রেস করতে হয়?,otp_send_button,12,0.6128691126182912,0.6776449706224267,True,audited,clean,53148,otp_send_button,0.01589912176132202,0.19770663976669312,0.0,0.0,Asks which colored button should be pressed to send OTP; still identifies the OTP send button.
যাচাই কোড পাঠানোর জন্য পোস্টাল ভোট অ্যাপে কোন বাটন সিলেক্ট করব?,otp_send_button,13,0.6040353789455024,0.6707755893351646,True,audited,clean,53143,otp_send_button,0.012820959091186523,0.19928443431854248,0.0,0.0,Asks which button to select in Postal Vote app to send a verification code; matches OTP send button intent.
পোস্টাল ভোটবিডি অ্যাপে OTP পাঠানোর জন্য কোনটা ট্যাপ করতেই হবে?,otp_send_button,14,0.6036727047984195,0.6698225623829976,True,audited,clean,53187,otp_send_button,0.011913955211639404,0.11341327428817749,0.0,0.0,Asks what to tap in Postal Vote BD app to send OTP; self-contained and on intent.
Postal Vote BD তে OTP পাঠাতে কোন রঙের বোতামে ট্যাপ করবো?,otp_send_button,15,0.5728208028795339,0.6413898001943594,True,audited,clean,53123,otp_send_button,0.014270663261413574,0.16667520999908447,0.0,0.0,Asks which colored button to tap to send OTP in Postal Vote BD; acceptable variant of identifying the send button.
পোস্টাল ভোট অ্যাপে OTP পাঠানোর কমান্ড কোনটা?,otp_send_button,16,0.570845002209951,0.6392972091259019,True,audited,clean,53109,otp_send_button,0.013497889041900635,0.09761303663253784,0.0,0.0,Asks which command/control is for sending OTP in the Postal Vote app; close and self-contained fit to send-button intent.
OTP পাঠানোর জন্য পোস্টাল Vote BD তে কোন ট্যাব ট্যাপ করবো?,otp_send_button,17,0.5690218813465393,0.6382498435493238,True,audited,clean,53114,otp_send_button,0.011286616325378418,0.07302337884902954,0.0,0.0,"Although it says tab, the question asks what UI control to tap to send OTP in Postal Vote BD; fits the practical send-button intent."
পোস্টাল ভোটবিডি অ্যাপে OTP সেন্ড বাটন কোনটা?,otp_send_button,18,0.5689203102659719,0.6383924345575663,True,audited,clean,53145,otp_send_button,0.007966160774230957,0.13320845365524292,0.0,0.0,Directly asks which is the OTP send button in the Postal Vote BD app; clean fit.
Postal Vote BD তে ওটিপি পাঠাতে কোন কমান্ড বেছে নেব?,otp_send_button,19,0.5614225755736094,0.6307835340975612,True,audited,clean,53147,otp_send_button,0.014426350593566895,0.13989144563674927,0.0,0.0,Asks which command to choose in Postal Vote BD to send OTP; self-contained and aligned with identifying the send control.
পোস্টাল ভোটবিডি অ্যাপে OTP সেন্ড বাটন হিসেবে কোনটা আছে?,otp_send_button,20,0.5577260011401469,0.6293856857017874,True,audited,clean,53181,otp_send_button,0.007438361644744873,0.12231796979904175,0.0,0.0,Directly asks which option exists as the OTP send button in Postal Vote BD; clean match.
পোস্টাল ভোট অ্যাপে নিরাপত্তা কোড পাঠাতে কোনটা ট্যাপ করি?,otp_send_button,21,0.5488201962253412,0.6195476408633397,True,audited,clean,53140,otp_send_button,0.006528496742248535,0.06518101692199707,0.0,0.0,Uses security code as an OTP synonym and asks what to tap to send it in the Postal Vote app; fits the tag.
পোস্টাল ভোট অ্যাপে OTP সেন্ড করার জন্য কোন আইটেম সিলেক্ট করব?,otp_send_button,22,0.5476688898242147,0.6178242780038589,True,audited,clean,53152,otp_send_button,0.007663130760192871,0.07156640291213989,0.0,0.0,Asks which item to select in the Postal Vote app to send OTP; clear UI-control question matching the tag.
পোস্টাল ভোট বিডি অ্যাপে OTP পাঠাতে কোন বোতামে চাপ দেব?,otp_send_button,23,0.5409891117319339,0.613313132354932,True,audited,clean,53095,otp_send_button,0.018266737461090088,0.20146429538726807,0.0,0.0,Self-contained and directly asks which button to press in Postal Vote BD app to send OTP.
OTP প্রেরণের জন্য পোস্টাল ভোট BD অ্যাপে কোন বাটামটা ট্যাপ করবো?,otp_send_button,24,0.5276521524103851,0.6012344257909028,True,audited,clean,53104,otp_send_button,0.015584886074066162,0.17142105102539062,0.0,0.0,Clearly asks which button to tap in the Postal Vote BD app for sending OTP; minor typo does not obscure intent.
"পোস্টাল ভোট BD অ্যাপে ""OTP"" পাঠানোর জন্য কোন বোতাম টিপতে হবে?",otp_send_button,25,0.52675392037726,0.6006037536177169,True,audited,clean,53124,otp_send_button,0.015305936336517334,0.18995821475982666,0.0,0.0,Directly asks which button to press to send OTP in the Postal Vote BD app.
পোস্টাল ভোট অ্যাপে OTP পাঠাতে যে বোতাম টিপতে হয় সেটি কোনটি?,otp_send_button,26,0.5262898993919525,0.5999887835389824,True,audited,clean,53164,otp_send_button,0.01649785041809082,0.18996661901474,0.0,0.0,"Asks which button is used in the Postal Vote app to send OTP, matching the tag intent."
পোস্টাল ভোটবিডি অ্যাপে ওটিপি পাঠাতে কোন লেখা থাকা বাটন চাপব?,otp_send_button,27,0.5248691356017413,0.5989631695916218,True,audited,clean,53113,otp_send_button,0.01488196849822998,0.2057093381881714,0.0,0.0,Asks what labeled button to press to send OTP in the Postal Vote BD app.
পোস্টাল ভোটবিডি অ্যাপে নিরাপত্তা OTP পাঠাতে কোন বোতাম প্রেস করব?,otp_send_button,28,0.522065302926917,0.5955441414681935,True,audited,clean,53175,otp_send_button,0.018108844757080078,0.21498030424118042,0.0,0.0,Mentions OTP and asks which button to press in Postal Vote BD to send it; fits the send-button intent.
ওটিপি পাঠাতে পোস্টাল ভোট অ্যাপে ঠিক কোন বোতাম ট্যাপ করা দরকার?,otp_send_button,29,0.5215752860481931,0.5960098931983399,True,audited,clean,53149,otp_send_button,0.01755213737487793,0.18800240755081177,0.0,0.0,Self-contained question about exactly which Postal Vote app button to tap for sending OTP.
পোস্টাল ভোট BD অ্যাপে কোড পাঠাতে কোন বাটনে চাপ দেব?,otp_send_button,30,0.5202798912491479,0.5938340260662837,True,audited,clean,53111,otp_send_button,0.016390442848205566,0.19615590572357178,0.0,0.0,Asks which button to press to send a code in the Postal Vote BD app; code is a reasonable OTP synonym in this context.
Postal Vote BD তে ওটিপি পাঠাতে কোন বাটনটা সিলেক্ট করা উচিত?,otp_send_button,31,0.5141118802682868,0.588532222603314,True,audited,clean,53189,otp_send_button,0.018190860748291016,0.2343011498451233,0.0,0.0,Clearly asks which button to select in Postal Vote BD to send OTP.
ওটিপি প্রেরণ করতে পোস্টাল ভোট অ্যাপে কোন বাটনে টাচ দেব?,otp_send_button,32,0.5123455963584718,0.5873786901600827,True,audited,clean,53128,otp_send_button,0.013040721416473389,0.1817736029624939,0.0,0.0,Asks which button to touch in the Postal Vote app to send OTP; matches the tag.
পোস্টাল ভোট BD অ্যাপে ওটিপি পাঠাতে কোন বোতনে প্রেস করবো?,otp_send_button,33,0.5121158362738983,0.5866504196219008,True,audited,clean,53142,otp_send_button,0.015833795070648193,0.16425007581710815,0.0,0.0,Direct OTP send-button question despite a small spelling issue in 'বোতনে'.
Postal Vote BD তে ওটিপি পাঠানোর জন্য কোন বোতাম ক্লিক করাই ঠিক?,otp_send_button,34,0.5085456137976772,0.583700375893526,True,audited,clean,53183,otp_send_button,0.02095121145248413,0.25952112674713135,0.0,0.0,Asks which button should be clicked in Postal Vote BD to send OTP; clean tag fit.
