question,tag,top1_neighbor_tag,top1_neighbor_question,top1_correct,own_share_top_k,neighbor_tag_dist,audit_top_k
লকড দেখায়; কি আমাকে কয়েক ঘণ্টা পরে আবার ট্রাই করা দরকার?,account_locked_retrials,account_locked_retrials,"লকড দেখায়, কি আমাকে আবার পরে চেষ্টা করতে হবে?",True,1.0,"{""account_locked_retrials"": 10}",10
লক হলে কি সাথে সাথে খুলবে না? কতক্ষণ লাগে?,account_locked_retrials,account_locked_retrials,কতক্ষণ অপেক্ষা করলে লক খোলা যাবে? এখনো সঠিক তথ্য দিলেও ঢুকতে পারছি না।,True,1.0,"{""account_locked_retrials"": 10}",10
সঠিক তথ্য সাপ্লাই করেও ‘Account Locked’ কেন খুলছে না এবং কী করবো?,account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর ঠিক তথ্য দিলেও খুলছে না, এখন কী করবো?",True,0.9,"{""account_locked_retrials"": 9, ""account_locked_unlock_request"": 1}",10
"একাউন্ট লক হওয়ার পর পুনরায় সঠিক ডিটেইলস দিলেও প্রবেশ সম্ভব হচ্ছে না, কী করব?",account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর ঠিক তথ্য দিলেও খুলছে না, এখন কী করবো?",True,0.9,"{""account_locked_retrials"": 9, ""account_locked_unlock_request"": 1}",10
"লক হলে কি পাসওয়ার্ড রিসেট করতে হবে, নাকি অপেক্ষাই যথেষ্ট?",account_locked_retrials,account_locked_retrials,লক হওয়ার পর কী পরিমাণ সময় অপেক্ষা করে আবার লগইন করা উচিত?,True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হওয়ার পর সঠিক ডিটেইলস দিলেও কেন সাথে সাথে খুলে না?,account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পরে সঠিক তথ্য দিলে কি সাথে সাথে খুলে যায় না? কী করা উচিত?,True,1.0,"{""account_locked_retrials"": 10}",10
সঠিক তথ্য দিয়েও লক; এটা কাটাতে কত সময় লাগবে?,account_locked_retrials,account_locked_retrials,সঠিক তথ্য দিলেও লক রিমেইন করছে কত সময় পর খুলবে?,True,1.0,"{""account_locked_retrials"": 10}",10
ঠিক তথ্যের পরেও বার্তা আসে ‘লকড’ এটা কি নির্দিষ্ট সময়ের জন্য?,account_locked_retrials,account_locked_retrials,লকড হলে কি সঠিক তথ্য দিয়েও সঙ্গে সঙ্গে প্রবেশ সম্ভব নয়?,True,1.0,"{""account_locked_retrials"": 10}",10
"একবার একাউন্ট লক হওয়ার পর পুনরায় সঠিক তথ্য দিলেও একাউন্ট লক দেখাচ্ছে, উপায় কি?",account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর পুনরায় সঠিক তথ্য দিলেও একাউন্ট লক ই দেখাচ্ছে, উপায় কি?",True,1.0,"{""account_locked_retrials"": 10}",10
আমার লগইন লকড; ঠিক তথ্য দেয়া সত্ত্বেও প্রবেশ করা যাচ্ছে না কি করলে হবে?,account_locked_retrials,account_locked_retrials,"অ্যাকাউন্ট লকড অবস্থায় আছে; ঠিক তথ্য দিয়ে লগইন করলেও ঢুকতে পারছি না, কীভাবে সমাধান হবে?",True,0.8,"{""account_locked_retrials"": 8, ""account_locked"": 2}",10
অ্যাকাউন্ট লকড থাকলে কি আবার সাথে সাথেই চেষ্টা করা উচিত নয়?,account_locked_retrials,account_locked_retrials,একবার লক হলে কি আবার তথ্য দিয়ে একাউন্ট খুলবে না?,True,0.7,"{""account_locked_retrials"": 7, ""account_locked_unlock_request"": 3}",10
অ্যাকাউন্ট লকড থাকলে কি নির্দিষ্ট সময়ে নিজে খুলে যায়?,account_locked_retrials,account_locked_retrials,আমার অ্যাকাউন্ট সাময়িকভাবে লক কতক্ষণ পর এটা নিজেই খুলবে?,True,0.6,"{""account_locked_retrials"": 6, ""account_locked_unlock_request"": 4}",10
লক হয়েছে এখন কি দিনের পরে চেষ্টা করা ভালো?,account_locked_retrials,account_locked_retrials,একবার লক হলে কি পরদিন সকালে চেষ্টা করা ভালো?,True,1.0,"{""account_locked_retrials"": 10}",10
লক অবস্থা কাটতে কত ঘন্টা লাগে? সঠিক ডেটাতেও ঢুকতে পারছি না।,account_locked_retrials,account_locked_retrials,লক অবস্থা কত সময় স্থায়ী থাকে? সঠিক তথ্যেও কেন ঢুকতে পারছি না?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হলে কি অটো আনলক হয়? কবে আবার লগইন করবো?,account_locked_retrials,account_locked_retrials,লক হওয়ার পর কী পরিমাণ সময় অপেক্ষা করে আবার লগইন করা উচিত?,True,0.6,"{""account_locked_retrials"": 6, ""account_locked_unlock_request"": 4}",10
"লকড একাউন্টে সঠিক তথ্য দিয়ে চেষ্টা করেছি, তবু ঢুকতে পারছি না কীভাবে ঠিক করবো?",account_locked_retrials,account_locked_retrials,"অ্যাকাউন্ট লকড অবস্থায় আছে; ঠিক তথ্য দিয়ে লগইন করলেও ঢুকতে পারছি না, কীভাবে সমাধান হবে?",True,1.0,"{""account_locked_retrials"": 10}",10
"অ্যাকাউন্ট লকড অবস্থায় আছে; ঠিক তথ্য দিয়ে লগইন করলেও ঢুকতে পারছি না, কীভাবে সমাধান হবে?",account_locked_retrials,account_locked_retrials,"লকড একাউন্টে সঠিক তথ্য দিয়ে চেষ্টা করেছি, তবু ঢুকতে পারছি না কীভাবে ঠিক করবো?",True,0.9,"{""account_locked_retrials"": 9, ""account_locked"": 1}",10
ঠিক তথ্য দিয়েও ‘Locked’ এটা কতক্ষণ স্থায়ী থাকে?,account_locked_retrials,account_locked_retrials,লক অবস্থা কত সময় স্থায়ী থাকে? সঠিক তথ্যেও কেন ঢুকতে পারছি না?,True,1.0,"{""account_locked_retrials"": 10}",10
"লকড থাকার কারণ বুঝলাম, কিন্তু আনলক হতে কত সময় লাগবে?",account_locked_retrials,account_locked_retrials,অ্যাকাউন্ট লক থাকায় লগইন ব্যর্থ হচ্ছে; আনলকের জন্য কতক্ষণ অপেক্ষা করতে হবে?,True,0.8,"{""account_locked_retrials"": 8, ""account_locked_unlock_request"": 2}",10
আমার অ্যাকাউন্ট সাময়িকভাবে লক কতক্ষণ পর এটা নিজেই খুলবে?,account_locked_retrials,account_locked_retrials,অ্যাকাউন্ট লকড থাকলে কি নির্দিষ্ট সময়ে নিজে খুলে যায়?,True,0.4,"{""account_locked_retrials"": 4, ""account_locked_unlock_request"": 6}",10
ইসি সেবায় অ্যাকাউন্ট লক ঠিক তথ্যে লগইন না হলে কী অপেক্ষা করতে হবে?,account_locked_retrials,account_locked_retrials,অ্যাকাউন্ট লক থাকায় লগইন ব্যর্থ হচ্ছে; আনলকের জন্য কতক্ষণ অপেক্ষা করতে হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
"একবার একাউন্ট লক হওয়ার পর পুনরায় সঠিক তথ্য দিলেও একাউন্ট লক ই দেখাচ্ছে, উপায় কি?",account_locked_retrials,account_locked_retrials,"একবার একাউন্ট লক হওয়ার পর পুনরায় সঠিক তথ্য দিলেও একাউন্ট লক দেখাচ্ছে, উপায় কি?",True,1.0,"{""account_locked_retrials"": 10}",10
লক থাকলে কি রাতের পরে আবার লগইন করা যাবেনা?,account_locked_retrials,account_locked_retrials,লকড; কি আমি সন্ধ্যায় আবার লগইন ট্রাই করবো?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হওয়ার পর কী পরিমাণ সময় অপেক্ষা করে আবার লগইন করা উচিত?,account_locked_retrials,account_locked_retrials,লক অবস্থা পুনরায় চেষ্টা করার জন্য সুপারিশকৃত অপেক্ষার সময় কত?,True,1.0,"{""account_locked_retrials"": 10}",10
লকড; কি আমি সন্ধ্যায় আবার লগইন ট্রাই করবো?,account_locked_retrials,account_locked_retrials,লকড দেখায়; কি আমাকে কয়েক ঘণ্টা পরে আবার ট্রাই করা দরকার?,True,1.0,"{""account_locked_retrials"": 10}",10
লক অবস্থা পুনরায় চেষ্টা করার জন্য সুপারিশকৃত অপেক্ষার সময় কত?,account_locked_retrials,account_locked_retrials,লক হওয়ার পর কী পরিমাণ সময় অপেক্ষা করে আবার লগইন করা উচিত?,True,1.0,"{""account_locked_retrials"": 10}",10
"লক দেখাচ্ছে, অপেক্ষা করবো নাকি অন্য কিছু করতে হবে?",account_locked_retrials,account_locked_retrials,লক হলে কি অপেক্ষা করলেই সমস্যা মেটে?,True,1.0,"{""account_locked_retrials"": 10}",10
লকড একাউন্ট আনলক করার জন্য কি অপেক্ষা করা ছাড়া উপায় নেই?,account_locked_retrials,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,False,0.3,"{""account_locked_unlock_request"": 7, ""account_locked_retrials"": 3}",10
ঠিক তথ্য দিলেও লক; সিস্টেম কি অটো ক্লিয়ার করবে?,account_locked_retrials,account_locked_retrials,বারবার সঠিক তথ্য দিলেও লক রয়ে গেছে কখন এটা স্বয়ংক্রিয়ভাবে খুলবে?,True,1.0,"{""account_locked_retrials"": 10}",10
লকড স্ট্যাটাসে সঠিক তথ্য দেয়া সত্ত্বেও এন্ট্রি মিলছে না কি করণীয়?,account_locked_retrials,account_locked_retrials,লক হয়ে থাকা অবস্থায় সঠিক তথ্য দিলেও কেন ব্যর্থ হয়?,True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হলে কি পরদিন সকালে চেষ্টা করা ভালো?,account_locked_retrials,account_locked_retrials,লক হয়েছে এখন কি দিনের পরে চেষ্টা করা ভালো?,True,1.0,"{""account_locked_retrials"": 10}",10
লক অবস্থা; ঠিক তথ্য দিয়েও ব্যর্থ এটা কি সাময়িক?,account_locked_retrials,account_locked_retrials,লক হয়ে থাকা অবস্থায় সঠিক তথ্য দিলেও কেন ব্যর্থ হয়?,True,1.0,"{""account_locked_retrials"": 10}",10
ভুল ইনপুটের কারণে লক কখন এটা ক্লিয়ার হবে?,account_locked_retrials,account_locked_retrials,একবার লক হওয়ার পরে ঠিক তথ্যেও ঢোকা যাচ্ছে না কখন ঠিক হবে?,True,0.9,"{""account_locked_retrials"": 9, ""account_locked"": 1}",10
"লক হলে কি ৮ ঘণ্টা অপেক্ষা করতে হয়, নাকি কম সময়ে খুলবে?",account_locked_retrials,account_locked_retrials,লক হলে কি নির্দিষ্ট ঘন্টা পার না হলে খুলবে না?,True,1.0,"{""account_locked_retrials"": 10}",10
লক অবস্থায় সঠিক ক্রেডেনশিয়াল দিলেও কেন লগইন ফেল হচ্ছে?,account_locked_retrials,account_locked_retrials,লক হওয়ার পরই বা কেন সঠিক তথ্যেও লগইন হচ্ছে না? সমাধান কী?,True,1.0,"{""account_locked_retrials"": 10}",10
অ্যাকাউন্ট লক থাকায় লগইন ব্যর্থ হচ্ছে; আনলকের জন্য কতক্ষণ অপেক্ষা করতে হবে?,account_locked_retrials,account_locked_retrials,লকড একাউন্ট আনলক করার জন্য কি অপেক্ষা করা ছাড়া উপায় নেই?,True,0.6,"{""account_locked_retrials"": 6, ""account_locked_unlock_request"": 4}",10
লক অবস্থায় লগইন বারবার চেষ্টা করা উচিত কি?,account_locked_retrials,account_locked_retrials,ঠিক তথ্য দিলেও লক এই অবস্থায় কি লগইন পুনরায় ট্রাই করা উচিত?,True,1.0,"{""account_locked_retrials"": 10}",10
একবার লক হওয়া আইডি ঠিক তথ্য দিলেও কেন খুলছে না সমাধান কী?,account_locked_retrials,account_locked_retrials,"লক আইডিতে তথ্য ঠিক দেওয়ার পরেও লক দেখাচ্ছে, কি করবো?",True,1.0,"{""account_locked_retrials"": 10}",10
লগইন লকড কত ঘন্টা পর আবার চেষ্টা করবো?,account_locked_retrials,account_locked_retrials,লক হওয়ার পর কী পরিমাণ সময় অপেক্ষা করে আবার লগইন করা উচিত?,True,1.0,"{""account_locked_retrials"": 10}",10
আইডি তে মেসেজ দেখাচ্ছে লক হয়ে গেছে এখন সঠিক তথ্য দেওয়ার পরেও লক-ই দেখাচ্ছে কি করবো?,account_locked_retrials,account_locked_retrials,"লক আইডিতে তথ্য ঠিক দেওয়ার পরেও লক দেখাচ্ছে, কি করবো?",True,0.7,"{""account_locked_retrials"": 7, ""account_locked"": 3}",10
লকড স্ট্যাটাসে সঠিক ইনফো দিলেও সাইন-ইন হচ্ছে না কিভাবে সমাধান করবো?,account_locked_retrials,account_locked_retrials,লক হওয়ার পরই বা কেন সঠিক তথ্যেও লগইন হচ্ছে না? সমাধান কী?,True,1.0,"{""account_locked_retrials"": 10}",10
লকড আইডি খুলতে কি নির্দিষ্ট সময় ওয়েট করতে হবে?,account_locked_retrials,account_locked_retrials,লক হলে কি নির্দিষ্ট সময় ওয়েট করলেই সমাধান হয়?,True,1.0,"{""account_locked_retrials"": 10}",10
লক হলে কি নির্দিষ্ট সময় ওয়েট করলেই সমাধান হয়?,account_locked_retrials,account_locked_retrials,লগইন লক হয়ে গেছে; আবার চেষ্টা করার আগে কি নির্দিষ্ট সময় ওয়েট করতে হবে?,True,1.0,"{""account_locked_retrials"": 10}",10
ঠিক তথ্য দিলেও লক এই অবস্থায় কি লগইন পুনরায় ট্রাই করা উচিত?,account_locked_retrials,account_locked_retrials,লক অবস্থায় লগইন বারবার চেষ্টা করা উচিত কি?,True,1.0,"{""account_locked_retrials"": 10}",10
"বার বার লক দেখাচ্ছে, যদিও ক্রেডেনশিয়াল সঠিক উপায় কী?",account_locked_retrials,account_locked_retrials,লক অবস্থায় সঠিক ক্রেডেনশিয়াল দিলেও কেন লগইন ফেল হচ্ছে?,True,1.0,"{""account_locked_retrials"": 10}",10
একাউন্ট লক থাকলে কি আপনারা আমার হয়ে এনআইডি ডাউনলোড করতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,"এনআইডি লক হয়ে গেছে, খুলতে পারলে কি আপনি আমার জন্য এনআইডি ডাউনলোড করে দিতে পারবেন?",True,0.7,"{""account_locked_unlock_request"": 7, ""account_locked"": 3}",10
"একাউন্ট লকড, আপনারা কি এখনই ডাউনলোড করে দিতে পারেন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লকড এখনই কি ডাউনলোড করিয়ে দিতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
একাউন্ট লক হয়ে গেছে এখনই কি আনলক করে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
"প্রোফাইল লকড আছে, এখন কি আপনারা জরুরিভাবে আনলক করতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,ব্লকড প্রোফাইল কি আপনারা তাৎক্ষণিক আনব্লক করতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"আইডি পোর্টাল লক হয়ে গেছে, কি আপনি আমার হয়ে ডাউনলোড করতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক থাকলে কি আপনারা আমার হয়ে এনআইডি ডাউনলোড করতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনই কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
একাউন্ট লকড এখনই কি ডাউনলোড করিয়ে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,"একাউন্ট লকড, আপনারা কি এখনই ডাউনলোড করে দিতে পারেন?",True,1.0,"{""account_locked_unlock_request"": 10}",10
ব্লকড প্রোফাইল কি আপনারা তাৎক্ষণিক আনব্লক করতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,এনআইডি প্রোফাইল ব্লক আপনাদের পক্ষে সাথে সাথে আনব্লক করা সম্ভব?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"এনআইডি লক হয়ে গেছে, খুলতে পারলে কি আপনি আমার জন্য এনআইডি ডাউনলোড করে দিতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক থাকলে কি আপনারা আমার হয়ে এনআইডি ডাউনলোড করতে পারবেন?,True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked"": 2}",10
আমার একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
একাউন্ট লক গেছে এখন আনলক করে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
"আমার এনআইডি অনলাইন একাউন্ট লকড হয়েছে, এখনই কি আপনারা আনলক করে দিতে পারবেন?",account_locked_unlock_request,account_locked,"আমার এনআইডি একাউন্ট লক হয়ে গেছে, কিভাবে আনলক করবো?",False,0.2,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
একাউন্ট ব্লক আপনারা কি অতি দ্রুত আনব্লক করতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,ব্লকড প্রোফাইল কি আপনারা তাৎক্ষণিক আনব্লক করতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"আমার আইডি ব্লকড, অনতিবিলম্বে আনলক করানোর কোনো সুযোগ আছে?",account_locked_unlock_request,account_locked_unlock_request,"আমার আইডি লক অবস্থায় আছে, এখনই দ্রুত আনলক করানো কি সম্ভব?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked"": 1}",10
প্রোফাইল লক থাকলে কি আপনারা সরাসরি ডাউনলোড করে দিতে পারেন?,account_locked_unlock_request,account_locked_unlock_request,প্রোফাইল লক থাকা অবস্থায় কি ডাউনলোড করিয়ে দেওয়া সম্ভব?,True,1.0,"{""account_locked_unlock_request"": 10}",10
এনআইডি সেবা অ্যাকাউন্ট ব্লক এই মুহূর্তে কি আনলক করা যাবে?,account_locked_unlock_request,account_locked_unlock_request,"এনআইডি সাইটে অ্যাকাউন্ট ব্লক হয়ে গেছে, এইমাত্র কি আনলক করে দেবেন?",True,0.5,"{""account_locked_unlock_request"": 5, ""account_locked"": 5}",10
লগইন বন্ধ কেউ কি এখন আমার হয়ে এনআইডি ডাউনলোড করতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,"এনআইডি লক হয়ে গেছে, খুলতে পারলে কি আপনি আমার জন্য এনআইডি ডাউনলোড করে দিতে পারবেন?",True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked"": 2}",10
এনআইডি সেবা পোর্টাল লক হয়ে গেলে কি কেউ তাৎক্ষণিকভাবে আনলক করে দিতে পারেন?,account_locked_unlock_request,account_locked,এনআইডি পোর্টালের ইউজার লকড; আনলক করতে কী নির্দেশনা আছে?,False,0.5,"{""account_locked"": 5, ""account_locked_unlock_request"": 5}",10
"একাউন্ট লক হয়ে পড়েছে, আপনি কি তৎক্ষণাৎ খুলে দিতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনই কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
"এনআইডি অ্যাক্সেস ব্লকড, এখন কি অন-দ্য-স্পট আনলক করা যাবে?",account_locked_unlock_request,account_locked_unlock_request,এনআইডি সেবা অ্যাকাউন্ট ব্লক এই মুহূর্তে কি আনলক করা যাবে?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"এনআইডি লগইন ব্লকড, কি আপনি সাথে সাথে খুলে দিতে পারেন?",account_locked_unlock_request,account_locked_unlock_request,এনআইডি লগইন লক দয়া করে কি সাথে সাথে খুলে দেবেন?,True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked"": 2}",10
"একাউন্ট লকড, কি হাতে হাতে আনলক করা যাবে এখন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনি কি আনলক করে দিতে পারবেন?,True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
প্রোফাইল লক থাকা অবস্থায় কি ডাউনলোড করিয়ে দেওয়া সম্ভব?,account_locked_unlock_request,account_locked_unlock_request,প্রোফাইল লক থাকলে কি আপনারা সরাসরি ডাউনলোড করে দিতে পারেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"আইডি বন্ধ হয়ে আছে, এখনই খুলে দিতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,"এনআইডি অ্যাক্সেস বন্ধ, এখনই কি খুলতে পারবেন?",True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked"": 1, ""account_locked_retrials"": 1}",10
এনআইডি প্রোফাইল ব্লক আপনাদের পক্ষে সাথে সাথে আনব্লক করা সম্ভব?,account_locked_unlock_request,account_locked_unlock_request,ব্লকড প্রোফাইল কি আপনারা তাৎক্ষণিক আনব্লক করতে পারবেন?,True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked"": 2}",10
একাউন্ট নিষ্ক্রিয় এখনই কি এনাবল করতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনই কি আনলক করে দিতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
এনআইডি লগইন লক দয়া করে কি সাথে সাথে খুলে দেবেন?,account_locked_unlock_request,account_locked_unlock_request,এনআইডি সেবা লগইন লক এই মুহূর্তে কি খুলে দেওয়া যাবে?,True,0.4,"{""account_locked_unlock_request"": 4, ""account_locked"": 6}",10
"এনআইডি একাউন্ট ব্লকড, এখনি কি ম্যানুয়ালি খুলে দেওয়া সম্ভব?",account_locked_unlock_request,account_locked,"এনআইডি অ্যাকাউন্ট ইস্যু: লক হয়েছে, কিভাবে খুলবো?",False,0.5,"{""account_locked"": 5, ""account_locked_unlock_request"": 5}",10
এনআইডি সেবা লগইন লক এই মুহূর্তে কি খুলে দেওয়া যাবে?,account_locked_unlock_request,account_locked_unlock_request,এনআইডি লগইন লক দয়া করে কি সাথে সাথে খুলে দেবেন?,True,0.7,"{""account_locked_unlock_request"": 7, ""account_locked"": 3}",10
"একাউন্ট সাময়িকভাবে লক দেখাচ্ছে, এখনই কি আনলক সম্ভব?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লক হয়ে গেছে এখনই কি আনলক করে দিতে পারবেন?,True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked_retrials"": 2}",10
"এনআইডি সাইটে অ্যাকাউন্ট ব্লক হয়ে গেছে, এইমাত্র কি আনলক করে দেবেন?",account_locked_unlock_request,account_locked,এনআইডি ওয়েবসাইটে আমার অ্যাকাউন্টে লক পড়ে গেছে; কীভাবে আনলক করব?,False,0.2,"{""account_locked"": 8, ""account_locked_unlock_request"": 2}",10
"এখনই কি আমার আইডি আনলক করে দিতে পারবেন, খুব জরুরি?",account_locked_unlock_request,account_locked_unlock_request,"আমার আইডি লক অবস্থায় আছে, এখনই দ্রুত আনলক করানো কি সম্ভব?",True,1.0,"{""account_locked_unlock_request"": 10}",10
"এনআইডি অ্যাক্সেস বন্ধ, এখনই কি খুলতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,"আমার এনআইডি অ্যাকাউন্ট বন্ধ হয়ে গেছে, এই মুহূর্তে কি খুলে দেওয়া যাবে?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked"": 1}",10
"আমার অ্যাকাউন্ট বন্ধ, অনুগ্রহ করে এখনই কি খুলতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,"একাউন্ট লক হয়ে পড়েছে, আপনি কি তৎক্ষণাৎ খুলে দিতে পারবেন?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
একাউন্ট লকড এখনই কি রি-অ্যাকটিভেট করা সম্ভব?,account_locked_unlock_request,account_locked_unlock_request,"একাউন্ট লক হয়ে পড়েছে, আপনি কি তৎক্ষণাৎ খুলে দিতে পারবেন?",True,0.8,"{""account_locked_unlock_request"": 8, ""account_locked_retrials"": 2}",10
"আমার আইডি লক অবস্থায় আছে, এখনই দ্রুত আনলক করানো কি সম্ভব?",account_locked_unlock_request,account_locked_unlock_request,"আমার আইডি লক, আজই কি আনলক করে দিতে পারবেন?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked"": 1}",10
প্রোফাইল লক থাকলে কি ম্যানুয়াল ডাউনলোডে সহায়তা পাবো?,account_locked_unlock_request,account_locked_unlock_request,প্রোফাইল লক থাকা অবস্থায় কি ডাউনলোড করিয়ে দেওয়া সম্ভব?,True,1.0,"{""account_locked_unlock_request"": 10}",10
এনআইডি পোর্টালে ব্লক দেখাচ্ছে এখনই কি এ্যাক্সেস দেওয়া সম্ভব?,account_locked_unlock_request,account_locked_unlock_request,"এনআইডি পোর্টাল লকড, আজই খুলে দেওয়া সম্ভব কি?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked"": 1}",10
"আমার এনআইডি অ্যাকাউন্ট বন্ধ হয়ে গেছে, এই মুহূর্তে কি খুলে দেওয়া যাবে?",account_locked_unlock_request,account_locked_unlock_request,"এনআইডি অ্যাক্সেস বন্ধ, এখনই কি খুলতে পারবেন?",True,0.5,"{""account_locked_unlock_request"": 5, ""account_locked"": 5}",10
এনআইডি লগইন ব্লকড আপনাদের পক্ষে কি সাথে সাথে ফিক্স করা সম্ভব?,account_locked_unlock_request,account_locked_unlock_request,"এনআইডি লগইন ব্লকড, কি আপনি সাথে সাথে খুলে দিতে পারেন?",True,0.3,"{""account_locked_unlock_request"": 3, ""account_locked"": 7}",10
একাউন্ট ব্লকড এই মুহূর্তে কি ডাউনলোড করে দেওয়া যাবে?,account_locked_unlock_request,account_locked_unlock_request,একাউন্ট লকড এখনই কি ডাউনলোড করিয়ে দিতে পারবেন?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"একাউন্ট ব্লকড হয়েছে, আপনি কি আমার হয়ে কপি ডাউনলোড করবেন?",account_locked_unlock_request,account_locked_unlock_request,একাউন্ট ব্লকড এই মুহূর্তে কি ডাউনলোড করে দেওয়া যাবে?,True,1.0,"{""account_locked_unlock_request"": 10}",10
"এনআইডি পোর্টাল লকড, আজই খুলে দেওয়া সম্ভব কি?",account_locked_unlock_request,account_locked_unlock_request,এনআইডি পোর্টালে ব্লক দেখাচ্ছে এখনই কি এ্যাক্সেস দেওয়া সম্ভব?,True,0.7,"{""account_locked_unlock_request"": 7, ""account_locked"": 3}",10
"আমার আইডি লক, আজই কি আনলক করে দিতে পারবেন?",account_locked_unlock_request,account_locked_unlock_request,"আমার আইডি লক অবস্থায় আছে, এখনই দ্রুত আনলক করানো কি সম্ভব?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked"": 1}",10
একাউন্ট লক আপনারা কি ফোনে সাথে সাথে খুলে দিতে পারবেন?,account_locked_unlock_request,account_locked_unlock_request,"একাউন্ট লক হয়ে পড়েছে, আপনি কি তৎক্ষণাৎ খুলে দিতে পারবেন?",True,0.9,"{""account_locked_unlock_request"": 9, ""account_locked_retrials"": 1}",10
